"target_date","member_00","member_01","member_02","member_03","member_04","member_05","member_06","member_07","member_08","member_09","member_10","member_11","member_12","member_13","member_14","member_15","member_16","member_17","member_18","member_19","member_20","member_21","member_22","member_23","member_24","member_25","member_26","member_27","member_28","member_29","member_30","member_31","member_32","member_33","member_34","member_35","member_36","member_37","member_38","member_39","member_40","member_41","member_42","member_43","member_44","member_45","member_46","member_47","member_48","member_49","member_50"
"2023-01-05",8.6015625,12.3671875,8.421875,7.796875,2.875,5.21875,4.9296875,7.1328125,16.4296875,7.40625,7.6484375,7.1796875,9.828125,9.4921875,10.9375,16.3046875,15.390625,10.375,4.3984375,10.6640625,6.3046875,11.9765625,11.46875,7.4375,5.765625,8.40625,7.5546875,8.3203125,8.0625,7.8203125,8.6953125,9.296875,2.859375,7.2421875,6.6875,6.7734375,14.7890625,6.765625,4.7734375,8.7109375,11.1015625,6.8515625,7.0625,9.7578125,5.9296875,7.765625,5.859375,6.4140625,6.0625,4.6953125,4.1796875
"2023-01-06",8.7421875,17.0859375,9.03125,7.46875,2.9921875,5.9609375,4.515625,6.34375,14.0703125,6.609375,8.109375,7.0625,8.7734375,9.1640625,13.9609375,14.3203125,13.6953125,9.75,4.171875,13.1875,8.34375,11.953125,14.5625,6.8828125,6.90625,8.0625,7.0625,8.5234375,7.34375,12.1328125,7.8125,8.390625,4.046875,9.234375,6.1484375,6.125,19.8125,12.234375,8.0703125,8.84375,13.7734375,7.75,6.9296875,8.984375,5.6015625,7.8359375,6.7578125,7.8359375,7.8046875,4.8203125,3.7109375
"2023-01-07",8.90625,23.578125,8.1015625,6.7265625,3.828125,5.34375,5.609375,5.640625,12.1875,5.8984375,8.9140625,8.015625,8.1328125,8.1953125,12.609375,12.4921875,12.4609375,10.5859375,4.8125,12.3515625,10.7421875,12.625,13.8984375,7.8046875,6.4140625,7.203125,7.34375,7.640625,6.5546875,14.078125,7.6875,9.2421875,3.640625,8.6796875,6.3984375,5.484375,18.390625,14.375,9.3984375,11.609375,15.59375,10.2265625,6.40625,8.609375,5.484375,7.3515625,7.1796875,8.90625,9.140625,6.6171875,3.2890625
"2023-01-08",8,21.6953125,9.125,5.984375,3.4296875,4.765625,5.0390625,5.015625,10.6875,5.3828125,8.0234375,7.1953125,8.421875,10.3359375,11.1953125,11.984375,11.0625,9.578125,4.3125,10.9609375,9.6328125,11.390625,12.3671875,7.8046875,9.6328125,6.4296875,6.578125,7.2734375,5.859375,13.28125,7.0703125,10.59375,3.2265625,7.7578125,5.7265625,4.8828125,16.1640625,12.640625,8.421875,10.9375,13.875,9.8515625,5.78125,11.3828125,4.8984375,6.59375,6.4453125,8,8.625,7.3125,2.9140625
"2023-01-09",7.65625,22.7265625,8.6796875,5.3203125,3.0390625,4.59375,4.484375,4.53125,9.53125,5.1640625,8.25,6.4140625,7.546875,14.1953125,9.953125,10.703125,9.84375,8.5703125,3.8984375,10.625,8.59375,10.1875,11.2578125,8.2109375,15.6015625,6.328125,6.0390625,9.3828125,6.609375,12.375,6.3125,14.5,2.859375,6.9296875,5.109375,4.34375,14.265625,11.125,7.5,9.765625,12.328125,11.4921875,5.78125,10.765625,4.359375,5.8828125,5.75,7.21875,9.578125,7.296875,2.5703125
"2023-01-10",6.84375,20.75,7.90625,4.828125,2.6875,4.265625,4.0078125,6.3125,10,5.6015625,8.296875,5.71875,6.734375,12.6640625,9.171875,9.4765625,10.015625,8.6796875,5.109375,9.515625,8,11.15625,10.03125,11.59375,13.6875,6.203125,5.4765625,8.859375,5.96875,12.5625,7.6015625,15.375,2.515625,6.90625,4.546875,3.859375,13.515625,9.828125,6.859375,8.7109375,10.9765625,10.328125,5.421875,9.609375,3.875,5.25,5.125,6.4453125,9.890625,10.546875,2.2578125
"2023-01-11",6.484375,18.484375,8.625,6.390625,2.359375,6.078125,3.5703125,5.765625,11.875,5.90625,8.296875,5.09375,6.0625,11.25,10.46875,8.40625,9.9375,8.234375,4.671875,9.578125,7.171875,13.5625,8.953125,10.4375,11.984375,7.90625,6.890625,7.90625,6.328125,11.484375,10.9375,14.21875,2.21875,7.140625,4.046875,3.96875,12.859375,8.703125,6.859375,7.7734375,9.78125,9.234375,4.90625,8.578125,3.4453125,4.671875,4.5625,5.75,8.890625,9.890625,1.984375
"2023-01-12",5.796875,17.265625,7.765625,5.984375,2.078125,6.546875,3.34375,7.390625,10.65625,5.3125,7.4375,4.546875,5.40625,10,11.53125,7.46875,10.890625,7.375,6.640625,8.5625,7.25,14.140625,7.984375,9.296875,10.5625,7.578125,6.234375,7.0625,5.671875,14.59375,10.390625,14.25,1.953125,6.453125,4.53125,3.53125,12.171875,7.734375,6.9375,6.9375,8.71875,8.2578125,4.375,7.65625,3.046875,4.15625,4.0625,5.125,7.953125,8.828125,1.7421875
"2023-01-13",5.171875,19.078125,7.5625,5.34375,1.84375,6.015625,3.34375,6.640625,10.296875,4.75,6.65625,4.046875,4.8125,8.90625,11.546875,6.640625,12.4375,7.046875,6.25,7.625,6.890625,13.28125,7.25,8.28125,9.34375,8.296875,5.578125,6.296875,5.96875,21.21875,9.375,12.78125,1.71875,5.765625,4.046875,3.140625,11.9375,7.375,6.8125,6.203125,7.78125,7.375,4.546875,6.828125,2.703125,3.703125,3.9375,4.578125,7.109375,8.703125,1.53125
"2023-01-14",4.984375,17.40625,6.96875,4.765625,2.34375,5.390625,3.40625,6.3125,9.1875,4.234375,5.9375,3.59375,4.28125,7.9375,11.1875,5.984375,11.875,7.859375,5.71875,6.796875,6.15625,11.890625,7.015625,7.609375,9.15625,12.078125,5.03125,5.625,5.765625,24.0625,8.375,11.4375,1.5,5.140625,3.59375,2.78125,10.6875,6.59375,6.78125,5.53125,6.9375,6.59375,4.0625,6.078125,2.4375,3.28125,3.5,4.078125,6.359375,7.984375,1.328125
"2023-01-15",4.46875,15.578125,9.1875,4.234375,2.1875,5.953125,3.03125,8.96875,8.1875,3.765625,5.296875,3.1875,3.8125,7.078125,10.734375,5.34375,10.65625,8.421875,5.171875,6.0625,5.484375,10.625,6.28125,7.703125,8.15625,13.6875,4.484375,5.03125,5.625,21.484375,7.46875,10.265625,1.453125,4.59375,3.1875,2.484375,9.546875,5.859375,6.078125,4.9375,6.59375,5.921875,3.625,5.421875,2.265625,2.90625,3.109375,3.625,7.265625,7.140625,1.15625
"2023-01-16",3.96875,13.921875,8.515625,3.78125,1.921875,5.34375,2.6875,11.78125,7.515625,3.34375,4.734375,2.828125,3.390625,6.3125,9.71875,4.75,9.53125,7.5625,6.140625,6,4.890625,9.515625,5.59375,7.09375,7.25,13.1875,3.984375,6.328125,5.359375,20.8125,6.65625,9.5625,1.265625,4.09375,2.828125,2.1875,8.765625,5.21875,5.421875,4.390625,5.890625,5.328125,3.21875,4.828125,2.625,2.578125,2.75,3.21875,7.0625,6.375,0.984375
"2023-01-17",3.53125,12.4375,9.875,3.40625,1.6875,4.765625,2.359375,10.6875,8.375,2.96875,4.21875,2.5,3,5.625,8.703125,4.21875,8.515625,6.765625,9.96875,5.578125,4.359375,8.5,5,6.359375,6.4375,13,3.546875,6.0625,4.78125,18.59375,5.9375,10.34375,1.09375,3.640625,3.265625,1.921875,7.84375,4.9375,4.875,3.90625,5.25,4.890625,2.84375,4.296875,3.8125,2.265625,2.421875,2.84375,6.625,5.6875,0.84375
"2023-01-18",3.140625,11.125,9.609375,3.015625,1.484375,4.25,2.09375,10.0625,7.75,2.625,3.75,2.203125,2.65625,5,7.78125,3.75,7.625,6.046875,10.984375,5.234375,3.875,7.609375,4.453125,5.765625,5.734375,11.640625,3.140625,6.359375,4.71875,16.65625,5.296875,10.640625,0.953125,3.234375,3,1.703125,7,4.40625,4.34375,3.46875,4.6875,4.90625,2.515625,3.828125,3.453125,2,2.125,2.515625,7.0625,5.0625,0.71875
"2023-01-19",2.796875,9.9375,8.859375,2.671875,1.28125,3.78125,1.84375,9.03125,7.6875,2.3125,3.328125,1.9375,2.34375,4.453125,6.96875,3.328125,7.265625,5.390625,10.890625,5.875,3.453125,6.828125,3.953125,7.453125,5.109375,11.0625,2.796875,5.703125,5.9375,14.875,4.734375,9.875,0.8125,2.90625,2.921875,1.5,6.25,4.4375,3.859375,3.078125,4.171875,5.25,2.234375,3.390625,4.546875,1.765625,1.890625,2.265625,6.34375,4.515625,0.609375
"2023-01-20",4.015625,8.890625,7.921875,2.359375,1.109375,3.359375,1.609375,8.109375,7.296875,2.046875,2.953125,1.703125,2.078125,3.96875,6.21875,2.984375,6.578125,4.8125,11.15625,5.96875,3.0625,6.109375,3.515625,6.734375,4.546875,10.25,2.484375,5.09375,5.34375,13.296875,4.25,10.265625,0.703125,2.5625,2.65625,3.171875,5.75,3.96875,3.4375,2.734375,3.71875,5.4375,2.015625,3.078125,4.921875,1.546875,1.65625,2.046875,5.671875,4.015625,0.515625
"2023-01-21",4.546875,7.9375,7.078125,2.09375,0.96875,2.984375,1.484375,7.4375,7.90625,1.796875,2.625,1.5,1.828125,3.53125,5.5625,2.640625,5.890625,4.28125,10.6875,5.34375,2.71875,5.453125,3.171875,7.09375,4.03125,9.171875,2.203125,4.734375,5.21875,11.890625,3.9375,10.46875,2.09375,2.25,2.359375,3.953125,5.171875,3.515625,3.046875,2.40625,3.296875,4.875,1.765625,2.734375,6.015625,1.484375,1.46875,2.171875,5.0625,3.734375,0.453125
"2023-01-22",4.46875,7.109375,6.328125,1.84375,0.875,2.640625,1.296875,7.90625,7.3125,1.609375,2.296875,1.3125,1.609375,3.140625,4.953125,2.3125,5.40625,3.828125,11.015625,4.765625,2.40625,4.859375,2.859375,7.390625,3.578125,8.203125,2.75,7.171875,4.734375,10.640625,3.53125,9.40625,5.390625,2,3.953125,5.96875,4.65625,3.25,2.734375,2.125,2.921875,4.34375,1.546875,2.421875,5.9375,1.296875,1.359375,3.515625,4.921875,5.375,0.4375
