table_label,row_label,cutoff,horizon_days,source_class,source_path,model_selector,mean_crps
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noTrend,20211221,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,3.3869704956606892
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noTrend,20220511,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,0.64626938989250571
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noTrend,20221225,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,3.4033257044084344
tab:he3_ablation_crps_nws_horizon,exAL-M-noTF,20210123,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_drop,1.7977743299670566
tab:he3_ablation_crps_nws_horizon,exAL-M-noTF,20211112,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_drop,1.6906569270826139
tab:he3_ablation_crps_nws_horizon,exAL-M-noTF,20211221,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_drop,2.1869678971139592
tab:he3_ablation_crps_nws_horizon,exAL-M-noTF,20220511,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_drop,2.4585672226568573
tab:he3_ablation_crps_nws_horizon,exAL-M-noTF,20221225,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_drop,2.3086328068945754
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH1,20210123,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,1.6696301778911207
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH1,20211112,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,1.6942386534359783
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH1,20211221,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,3.7022738265249466
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH1,20220511,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,1.1426981626741912
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH1,20221225,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,3.7922814022563949
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH2,20210123,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,1.1112168927566528
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH2,20211112,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,1.142856462954442
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH2,20211221,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,3.8075261083794665
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH2,20220511,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,0.99850839649267742
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH2,20221225,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,3.9280707889918789
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH3,20210123,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,1.5341893118615237
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH3,20211112,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,1.0918084846419569
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH3,20211221,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,3.4544995773293197
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH3,20220511,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,0.78219059352128206
tab:he3_ablation_crps_nws_horizon,exAL-M-T1-noH3,20221225,8,he3_authoritative_ablation,SOURCE_RUNTIME_REFERENCE,model_id=exdqlm_multivar_synth_keep,3.7526218668480049
